location,date,mort
BE232,2015-08-25,5
BE232,2015-08-26,4
BE232,2015-08-27,6
BE232,2015-08-28,4
BE232,2015-08-29,5
BE232,2015-08-30,4
BE232,2015-08-31,6
BE232,2015-09-01,2
BE232,2015-09-02,7
BE232,2015-09-03,2
BE232,2015-09-04,9
BE232,2015-09-05,3
BE232,2015-09-06,1
BE232,2015-09-07,3
BE232,2015-09-08,3
BE232,2015-09-09,2
BE232,2015-09-10,10
BE232,2015-09-11,7
BE232,2015-09-12,8
BE232,2015-09-13,5
BE232,2015-09-14,1
BE232,2015-09-15,3
BE232,2015-09-16,4
BE232,2015-09-17,9
BE232,2015-09-18,6
BE232,2015-09-19,7
BE232,2015-09-20,6
BE232,2015-09-21,8
BE232,2015-09-22,4
BE232,2015-09-23,6
BE232,2015-09-24,6
BE232,2015-09-25,3
BE232,2015-09-26,5
BE232,2015-09-27,3
BE232,2015-09-28,3
BE232,2015-09-29,5
BE232,2015-09-30,3
BE232,2015-10-01,5
BE232,2015-10-02,5
BE232,2015-10-03,1
BE232,2015-10-04,4
BE232,2015-10-05,7
BE232,2015-10-06,7
BE232,2015-10-07,8
BE232,2015-10-08,6
BE232,2015-10-09,3
BE232,2015-10-10,6
BE232,2015-10-11,5
BE232,2015-10-12,3
BE232,2015-10-13,7
BE232,2015-10-14,6
BE232,2015-10-15,5
BE232,2015-10-16,7
BE232,2015-10-17,8
BE232,2015-10-18,3
BE232,2015-10-19,4
BE232,2015-10-20,9
BE232,2015-10-21,2
BE232,2015-10-22,4
BE232,2015-10-23,5
BE232,2015-10-24,4
BE232,2015-10-25,6
BE232,2015-10-26,7
BE232,2015-10-27,4
BE232,2015-10-28,5
BE232,2015-10-29,11
BE232,2015-10-30,7
BE232,2015-10-31,6
BE232,2015-11-01,6
BE232,2015-11-02,10
BE232,2015-11-03,11
BE232,2015-11-04,6
BE232,2015-11-05,8
BE232,2015-11-06,2
BE232,2015-11-07,4
BE232,2015-11-08,8
BE232,2015-11-09,6
BE232,2015-11-10,4
BE232,2015-11-11,8
BE232,2015-11-12,7
BE232,2015-11-13,8
BE232,2015-11-14,4
BE232,2015-11-15,1
BE232,2015-11-16,7
BE232,2015-11-17,5
BE232,2015-11-18,5
BE232,2015-11-19,6
BE232,2015-11-20,5
BE232,2015-11-21,6
BE232,2015-11-22,9
BE232,2015-11-23,6
BE232,2015-11-24,8
BE232,2015-11-25,5
BE232,2015-11-26,5
BE232,2015-11-27,12
BE232,2015-11-28,3
BE232,2015-11-29,8
BE232,2015-11-30,0
BE232,2015-12-01,10
BE232,2015-12-02,8
BE232,2015-12-03,8
BE232,2015-12-04,6
BE232,2015-12-05,8
BE232,2015-12-06,4
BE232,2015-12-07,8
BE232,2015-12-08,4
BE232,2015-12-09,9
BE232,2015-12-10,5
BE232,2015-12-11,6
BE232,2015-12-12,10
BE232,2015-12-13,3
BE232,2015-12-14,6
BE232,2015-12-15,7
BE232,2015-12-16,10
BE232,2015-12-17,5
BE232,2015-12-18,6
BE232,2015-12-19,4
BE232,2015-12-20,8
BE232,2015-12-21,7
BE232,2015-12-22,10
BE232,2015-12-23,7
BE232,2015-12-24,8
BE232,2015-12-25,8
BE232,2015-12-26,6
BE232,2015-12-27,3
BE232,2015-12-28,3
BE232,2015-12-29,9
BE232,2015-12-30,6
BE232,2015-12-31,6
BE232,2016-01-01,9
BE232,2016-01-02,8
BE232,2016-01-03,5
BE232,2016-01-04,8
BE232,2016-01-05,3
BE232,2016-01-06,8
BE232,2016-01-07,5
BE232,2016-01-08,7
BE232,2016-01-09,5
BE232,2016-01-10,5
BE232,2016-01-11,3
BE232,2016-01-12,2
BE232,2016-01-13,9
BE232,2016-01-14,0
BE232,2016-01-15,7
BE232,2016-01-16,3
BE232,2016-01-17,7
BE232,2016-01-18,7
BE232,2016-01-19,3
BE232,2016-01-20,3
BE232,2016-01-21,5
BE232,2016-01-22,9
BE232,2016-01-23,9
BE232,2016-01-24,7
BE232,2016-01-25,4
BE232,2016-01-26,10
BE232,2016-01-27,2
BE232,2016-01-28,5
BE232,2016-01-29,6
BE232,2016-01-30,5
BE232,2016-01-31,8
BE232,2016-02-01,6
BE232,2016-02-02,5
BE232,2016-02-03,10
BE232,2016-02-04,6
BE232,2016-02-05,3
BE232,2016-02-06,2
BE232,2016-02-07,5
BE232,2016-02-08,6
BE232,2016-02-09,3
BE232,2016-02-10,4
BE232,2016-02-11,5
BE232,2016-02-12,3
BE232,2016-02-13,5
BE232,2016-02-14,4
BE232,2016-02-15,8
BE232,2016-02-16,5
BE232,2016-02-17,9
BE232,2016-02-18,2
BE232,2016-02-19,5
BE232,2016-02-20,8
BE232,2016-02-21,7
BE232,2016-02-22,8
BE232,2016-02-23,13
BE232,2016-02-24,7
BE232,2016-02-25,10
BE232,2016-02-26,6
BE232,2016-02-27,8
BE232,2016-02-28,5
BE232,2016-02-29,3
BE232,2016-03-01,7
BE232,2016-03-02,6
BE232,2016-03-03,1
BE232,2016-03-04,4
BE232,2016-03-05,4
BE232,2016-03-06,6
BE232,2016-03-07,8
BE232,2016-03-08,11
BE232,2016-03-09,9
BE232,2016-03-10,7
BE232,2016-03-11,6
BE232,2016-03-12,7
BE232,2016-03-13,4
BE232,2016-03-14,6
BE232,2016-03-15,5
BE232,2016-03-16,6
BE232,2016-03-17,7
BE232,2016-03-18,1
BE232,2016-03-19,2
BE232,2016-03-20,5
BE232,2016-03-21,3
BE232,2016-03-22,5
BE232,2016-03-23,10
BE232,2016-03-24,4
BE232,2016-03-25,3
BE232,2016-03-26,9
BE232,2016-03-27,8
BE232,2016-03-28,6
BE232,2016-03-29,9
BE232,2016-03-30,6
BE232,2016-03-31,4
BE232,2016-04-01,1
BE232,2016-04-02,8
BE232,2016-04-03,3
BE232,2016-04-04,4
BE232,2016-04-05,6
BE232,2016-04-06,3
BE232,2016-04-07,7
BE232,2016-04-08,2
BE232,2016-04-09,7
BE232,2016-04-10,2
BE232,2016-04-11,6
BE232,2016-04-12,2
BE232,2016-04-13,5
BE232,2016-04-14,4
BE232,2016-04-15,2
BE232,2016-04-16,4
BE232,2016-04-17,5
BE232,2016-04-18,4
BE232,2016-04-19,9
BE232,2016-04-20,6
BE232,2016-04-21,4
BE232,2016-04-22,7
BE232,2016-04-23,6
BE232,2016-04-24,6
BE232,2016-04-25,2
BE232,2016-04-26,4
BE232,2016-04-27,2
BE232,2016-04-28,10
BE232,2016-04-29,8
BE232,2016-04-30,1
BE232,2016-05-01,3
BE232,2016-05-02,5
BE232,2016-05-03,1
BE232,2016-05-04,6
BE232,2016-05-05,6
BE232,2016-05-06,15
BE232,2016-05-07,5
BE232,2016-05-08,8
BE232,2016-05-09,3
BE232,2016-05-10,6
BE232,2016-05-11,2
BE232,2016-05-12,3
BE232,2016-05-13,6
BE232,2016-05-14,4
BE232,2016-05-15,2
BE232,2016-05-16,2
BE232,2016-05-17,5
BE232,2016-05-18,4
BE232,2016-05-19,9
BE232,2016-05-20,8
BE232,2016-05-21,6
BE232,2016-05-22,4
BE232,2016-05-23,5
BE232,2016-05-24,4
BE232,2016-05-25,12
BE232,2016-05-26,6
BE232,2016-05-27,7
BE232,2016-05-28,4
BE232,2016-05-29,2
BE232,2016-05-30,3
BE232,2016-05-31,7
BE232,2016-06-01,5
BE232,2016-06-02,9
BE232,2016-06-03,7
BE232,2016-06-04,7
BE232,2016-06-05,4
BE232,2016-06-06,4
BE232,2016-06-07,2
BE232,2016-06-08,3
BE232,2016-06-09,6
BE232,2016-06-10,4
BE232,2016-06-11,4
BE232,2016-06-12,4
BE232,2016-06-13,4
BE232,2016-06-14,3
BE232,2016-06-15,7
BE232,2016-06-16,9
BE232,2016-06-17,7
BE232,2016-06-18,8
BE232,2016-06-19,3
BE232,2016-06-20,2
BE232,2016-06-21,3
BE232,2016-06-22,3
BE232,2016-06-23,3
BE232,2016-06-24,4
BE232,2016-06-25,8
BE232,2016-06-26,4
BE232,2016-06-27,1
BE232,2016-06-28,2
BE232,2016-06-29,5
BE232,2016-06-30,5
BE232,2016-07-01,6
BE232,2016-07-02,1
BE232,2016-07-03,7
BE232,2016-07-04,4
BE232,2016-07-05,8
BE232,2016-07-06,2
BE232,2016-07-07,5
BE232,2016-07-08,8
BE232,2016-07-09,6
BE232,2016-07-10,6
BE232,2016-07-11,4
BE232,2016-07-12,4
BE232,2016-07-13,6
BE232,2016-07-14,2
BE232,2016-07-15,3
BE232,2016-07-16,5
BE232,2016-07-17,6
BE232,2016-07-18,3
BE232,2016-07-19,2
BE232,2016-07-20,10
BE232,2016-07-21,2
BE232,2016-07-22,9
BE232,2016-07-23,6
BE232,2016-07-24,6
BE232,2016-07-25,8
BE232,2016-07-26,3
BE232,2016-07-27,6
BE232,2016-07-28,3
BE232,2016-07-29,5
BE232,2016-07-30,6
BE232,2016-07-31,3
BE232,2016-08-01,2
BE232,2016-08-02,4
BE232,2016-08-03,4
BE232,2016-08-04,5
BE232,2016-08-05,4
BE232,2016-08-06,2
BE232,2016-08-07,4
BE232,2016-08-08,3
BE232,2016-08-09,5
BE232,2016-08-10,4
BE232,2016-08-11,3
BE232,2016-08-12,2
BE232,2016-08-13,5
BE232,2016-08-14,4
BE232,2016-08-15,5
BE232,2016-08-16,7
BE232,2016-08-17,6
BE232,2016-08-18,2
BE232,2016-08-19,4
BE232,2016-08-20,4
BE232,2016-08-21,7
BE232,2016-08-22,9
BE232,2016-08-23,6
BE232,2016-08-24,7
BE232,2016-08-25,11
BE232,2016-08-26,6
BE232,2016-08-27,4
BE232,2016-08-28,6
BE232,2016-08-29,2
BE232,2016-08-30,5
BE232,2016-08-31,8
BE232,2016-09-01,3
BE232,2016-09-02,9
BE232,2016-09-03,4
BE232,2016-09-04,4
BE232,2016-09-05,7
BE232,2016-09-06,4
BE232,2016-09-07,6
BE232,2016-09-08,3
BE232,2016-09-09,6
BE232,2016-09-10,2
BE232,2016-09-11,7
BE232,2016-09-12,8
BE232,2016-09-13,5
BE232,2016-09-14,3
BE232,2016-09-15,6
BE232,2016-09-16,6
BE232,2016-09-17,4
BE232,2016-09-18,4
BE232,2016-09-19,5
BE232,2016-09-20,5
BE232,2016-09-21,8
BE232,2016-09-22,5
BE232,2016-09-23,7
BE232,2016-09-24,4
BE232,2016-09-25,4
BE232,2016-09-26,5
BE232,2016-09-27,2
BE232,2016-09-28,5
BE232,2016-09-29,8
BE232,2016-09-30,8
BE232,2016-10-01,4
BE232,2016-10-02,6
BE232,2016-10-03,3
BE232,2016-10-04,2
BE232,2016-10-05,2
BE232,2016-10-06,3
BE232,2016-10-07,5
BE232,2016-10-08,7
BE232,2016-10-09,3
BE232,2016-10-10,2
BE232,2016-10-11,2
BE232,2016-10-12,10
BE232,2016-10-13,7
BE232,2016-10-14,3
BE232,2016-10-15,3
BE232,2016-10-16,4
BE232,2016-10-17,4
BE232,2016-10-18,8
BE232,2016-10-19,6
BE232,2016-10-20,5
BE232,2016-10-21,4
BE232,2016-10-22,6
BE232,2016-10-23,5
BE232,2016-10-24,2
BE232,2016-10-25,5
BE232,2016-10-26,3
BE232,2016-10-27,7
BE232,2016-10-28,4
BE232,2016-10-29,7
BE232,2016-10-30,7
BE232,2016-10-31,8
BE232,2016-11-01,7
BE232,2016-11-02,2
BE232,2016-11-03,3
BE232,2016-11-04,14
BE232,2016-11-05,5
BE232,2016-11-06,2
BE232,2016-11-07,7
BE232,2016-11-08,2
BE232,2016-11-09,4
BE232,2016-11-10,8
BE232,2016-11-11,5
BE232,2016-11-12,4
BE232,2016-11-13,8
BE232,2016-11-14,4
BE232,2016-11-15,7
BE232,2016-11-16,7
BE232,2016-11-17,6
BE232,2016-11-18,5
BE232,2016-11-19,4
BE232,2016-11-20,4
BE232,2016-11-21,6
BE232,2016-11-22,4
BE232,2016-11-23,6
BE232,2016-11-24,11
BE232,2016-11-25,9
BE232,2016-11-26,4
BE232,2016-11-27,4
BE232,2016-11-28,4
BE232,2016-11-29,4
BE232,2016-11-30,5
BE232,2016-12-01,5
BE232,2016-12-02,7
BE232,2016-12-03,7
BE232,2016-12-04,7
BE232,2016-12-05,4
BE232,2016-12-06,8
BE232,2016-12-07,4
BE232,2016-12-08,7
BE232,2016-12-09,5
BE232,2016-12-10,6
BE232,2016-12-11,7
BE232,2016-12-12,3
BE232,2016-12-13,3
BE232,2016-12-14,6
BE232,2016-12-15,4
BE232,2016-12-16,3
BE232,2016-12-17,6
BE232,2016-12-18,8
BE232,2016-12-19,8
BE232,2016-12-20,2
BE232,2016-12-21,5
BE232,2016-12-22,3
BE232,2016-12-23,6
BE232,2016-12-24,5
BE232,2016-12-25,5
BE232,2016-12-26,8
BE232,2016-12-27,3
BE232,2016-12-28,4
BE232,2016-12-29,4
BE232,2016-12-30,10
BE232,2016-12-31,5
BE232,2017-01-01,7
BE232,2017-01-02,9
BE232,2017-01-03,1
BE232,2017-01-04,10
BE232,2017-01-05,6
BE232,2017-01-06,9
BE232,2017-01-07,6
BE232,2017-01-08,5
BE232,2017-01-09,5
BE232,2017-01-10,11
BE232,2017-01-11,7
BE232,2017-01-12,13
BE232,2017-01-13,9
BE232,2017-01-14,8
BE232,2017-01-15,6
BE232,2017-01-16,10
BE232,2017-01-17,2
BE232,2017-01-18,7
BE232,2017-01-19,11
BE232,2017-01-20,7
BE232,2017-01-21,7
BE232,2017-01-22,8
BE232,2017-01-23,8
BE232,2017-01-24,6
BE232,2017-01-25,8
BE232,2017-01-26,9
BE232,2017-01-27,6
BE232,2017-01-28,8
BE232,2017-01-29,7
BE232,2017-01-30,12
BE232,2017-01-31,10
BE232,2017-02-01,11
BE232,2017-02-02,10
BE232,2017-02-03,8
BE232,2017-02-04,9
BE232,2017-02-05,6
BE232,2017-02-06,3
BE232,2017-02-07,10
BE232,2017-02-08,4
BE232,2017-02-09,6
BE232,2017-02-10,7
BE232,2017-02-11,12
BE232,2017-02-12,11
BE232,2017-02-13,6
BE232,2017-02-14,10
BE232,2017-02-15,10
BE232,2017-02-16,6
BE232,2017-02-17,11
BE232,2017-02-18,7
BE232,2017-02-19,3
BE232,2017-02-20,4
BE232,2017-02-21,5
BE232,2017-02-22,5
BE232,2017-02-23,7
BE232,2017-02-24,4
BE232,2017-02-25,5
BE232,2017-02-26,5
BE232,2017-02-27,8
BE232,2017-02-28,4
BE232,2017-03-01,6
BE232,2017-03-02,6
BE232,2017-03-03,5
BE232,2017-03-04,4
BE232,2017-03-05,6
BE232,2017-03-06,7
BE232,2017-03-07,8
BE232,2017-03-08,11
BE232,2017-03-09,9
BE232,2017-03-10,6
BE232,2017-03-11,4
BE232,2017-03-12,5
BE232,2017-03-13,8
BE232,2017-03-14,5
BE232,2017-03-15,4
BE232,2017-03-16,2
BE232,2017-03-17,6
BE232,2017-03-18,3
BE232,2017-03-19,7
BE232,2017-03-20,4
BE232,2017-03-21,6
BE232,2017-03-22,4
BE232,2017-03-23,9
BE232,2017-03-24,7
BE232,2017-03-25,4
BE232,2017-03-26,2
BE232,2017-03-27,6
BE232,2017-03-28,5
BE232,2017-03-29,9
BE232,2017-03-30,10
BE232,2017-03-31,7
BE232,2017-04-01,6
BE232,2017-04-02,3
BE232,2017-04-03,5
BE232,2017-04-04,9
BE232,2017-04-05,5
BE232,2017-04-06,2
BE232,2017-04-07,9
BE232,2017-04-08,7
BE232,2017-04-09,5
BE232,2017-04-10,6
BE232,2017-04-11,6
BE232,2017-04-12,5
BE232,2017-04-13,7
BE232,2017-04-14,5
BE232,2017-04-15,11
BE232,2017-04-16,3
BE232,2017-04-17,6
BE232,2017-04-18,6
BE232,2017-04-19,4
BE232,2017-04-20,5
BE232,2017-04-21,10
BE232,2017-04-22,11
BE232,2017-04-23,2
BE232,2017-04-24,8
BE232,2017-04-25,3
BE232,2017-04-26,13
BE232,2017-04-27,7
BE232,2017-04-28,6
BE232,2017-04-29,6
BE232,2017-04-30,12
BE232,2017-05-01,4
BE232,2017-05-02,4
BE232,2017-05-03,4
BE232,2017-05-04,3
BE232,2017-05-05,6
BE232,2017-05-06,6
BE232,2017-05-07,6
BE232,2017-05-08,7
BE232,2017-05-09,5
BE232,2017-05-10,6
BE232,2017-05-11,6
BE232,2017-05-12,4
BE232,2017-05-13,7
BE232,2017-05-14,3
BE232,2017-05-15,4
BE232,2017-05-16,12
BE232,2017-05-17,7
BE232,2017-05-18,4
BE232,2017-05-19,7
BE232,2017-05-20,5
BE232,2017-05-21,3
BE232,2017-05-22,2
BE232,2017-05-23,1
BE232,2017-05-24,4
BE232,2017-05-25,5
BE232,2017-05-26,7
BE232,2017-05-27,7
BE232,2017-05-28,5
BE232,2017-05-29,4
BE232,2017-05-30,9
BE232,2017-05-31,5
BE232,2017-06-01,7
BE232,2017-06-02,8
BE232,2017-06-03,5
BE232,2017-06-04,4
BE232,2017-06-05,5
BE232,2017-06-06,7
BE232,2017-06-07,4
BE232,2017-06-08,6
BE232,2017-06-09,7
BE232,2017-06-10,6
BE232,2017-06-11,3
BE232,2017-06-12,2
BE232,2017-06-13,4
BE232,2017-06-14,6
BE232,2017-06-15,2
BE232,2017-06-16,4
BE232,2017-06-17,1
BE232,2017-06-18,5
BE232,2017-06-19,8
BE232,2017-06-20,8
BE232,2017-06-21,8
BE232,2017-06-22,8
BE232,2017-06-23,4
BE232,2017-06-24,1
BE232,2017-06-25,9
BE232,2017-06-26,3
BE232,2017-06-27,3
BE232,2017-06-28,3
BE232,2017-06-29,7
BE232,2017-06-30,5
BE232,2017-07-01,7
BE232,2017-07-02,5
BE232,2017-07-03,7
BE232,2017-07-04,4
BE232,2017-07-05,2
BE232,2017-07-06,9
BE232,2017-07-07,8
BE232,2017-07-08,1
BE232,2017-07-09,3
BE232,2017-07-10,4
BE232,2017-07-11,8
BE232,2017-07-12,4
BE232,2017-07-13,6
BE232,2017-07-14,8
BE232,2017-07-15,5
BE232,2017-07-16,4
BE232,2017-07-17,5
BE232,2017-07-18,7
BE232,2017-07-19,6
BE232,2017-07-20,4
BE232,2017-07-21,4
BE232,2017-07-22,3
BE232,2017-07-23,6
BE232,2017-07-24,2
BE232,2017-07-25,6
BE232,2017-07-26,0
BE232,2017-07-27,6
BE232,2017-07-28,6
BE232,2017-07-29,6
BE232,2017-07-30,2
BE232,2017-07-31,7
BE232,2017-08-01,6
BE232,2017-08-02,5
BE232,2017-08-03,3
BE232,2017-08-04,5
BE232,2017-08-05,5
BE232,2017-08-06,4
BE232,2017-08-07,6
BE232,2017-08-08,1
BE232,2017-08-09,2
BE232,2017-08-10,4
BE232,2017-08-11,1
BE232,2017-08-12,3
BE232,2017-08-13,10
BE232,2017-08-14,2
BE232,2017-08-15,4
BE232,2017-08-16,2
BE232,2017-08-17,4
BE232,2017-08-18,6
BE232,2017-08-19,5
BE232,2017-08-20,6
BE232,2017-08-21,2
BE232,2017-08-22,4
BE232,2017-08-23,3
BE232,2017-08-24,2
BE232,2017-08-25,3
BE232,2017-08-26,7
BE232,2017-08-27,2
BE232,2017-08-28,4
BE232,2017-08-29,5
BE232,2017-08-30,10
BE232,2017-08-31,5
BE232,2017-09-01,7
BE232,2017-09-02,2
BE232,2017-09-03,5
BE232,2017-09-04,6
BE232,2017-09-05,3
BE232,2017-09-06,6
BE232,2017-09-07,5
BE232,2017-09-08,5
BE232,2017-09-09,7
BE232,2017-09-10,5
BE232,2017-09-11,3
BE232,2017-09-12,1
BE232,2017-09-13,2
BE232,2017-09-14,4
BE232,2017-09-15,3
BE232,2017-09-16,6
BE232,2017-09-17,0
BE232,2017-09-18,6
BE232,2017-09-19,3
BE232,2017-09-20,4
BE232,2017-09-21,6
BE232,2017-09-22,6
BE232,2017-09-23,5
BE232,2017-09-24,7
BE232,2017-09-25,1
BE232,2017-09-26,4
BE232,2017-09-27,4
BE232,2017-09-28,5
BE232,2017-09-29,4
BE232,2017-09-30,8
BE232,2017-10-01,2
BE232,2017-10-02,3
BE232,2017-10-03,5
BE232,2017-10-04,3
BE232,2017-10-05,10
BE232,2017-10-06,5
BE232,2017-10-07,7
BE232,2017-10-08,3
BE232,2017-10-09,3
BE232,2017-10-10,8
BE232,2017-10-11,5
BE232,2017-10-12,3
BE232,2017-10-13,10
BE232,2017-10-14,2
BE232,2017-10-15,7
BE232,2017-10-16,6
BE232,2017-10-17,6
BE232,2017-10-18,7
BE232,2017-10-19,4
BE232,2017-10-20,5
BE232,2017-10-21,7
BE232,2017-10-22,7
BE232,2017-10-23,6
BE232,2017-10-24,5
BE232,2017-10-25,6
BE232,2017-10-26,6
BE232,2017-10-27,2
BE232,2017-10-28,2
BE232,2017-10-29,5
BE232,2017-10-30,4
BE232,2017-10-31,4
BE232,2017-11-01,4
BE232,2017-11-02,1
BE232,2017-11-03,9
BE232,2017-11-04,4
BE232,2017-11-05,3
BE232,2017-11-06,4
BE232,2017-11-07,9
BE232,2017-11-08,7
BE232,2017-11-09,2
BE232,2017-11-10,8
BE232,2017-11-11,4
BE232,2017-11-12,4
BE232,2017-11-13,5
BE232,2017-11-14,5
BE232,2017-11-15,7
BE232,2017-11-16,7
BE232,2017-11-17,8
BE232,2017-11-18,6
BE232,2017-11-19,7
BE232,2017-11-20,4
BE232,2017-11-21,3
BE232,2017-11-22,16
BE232,2017-11-23,7
BE232,2017-11-24,8
BE232,2017-11-25,9
BE232,2017-11-26,1
BE232,2017-11-27,4
BE232,2017-11-28,5
BE232,2017-11-29,3
BE232,2017-11-30,7
BE232,2017-12-01,4
BE232,2017-12-02,3
BE232,2017-12-03,5
BE232,2017-12-04,8
BE232,2017-12-05,4
BE232,2017-12-06,8
BE232,2017-12-07,8
BE232,2017-12-08,3
BE232,2017-12-09,8
BE232,2017-12-10,4
BE232,2017-12-11,7
BE232,2017-12-12,4
BE232,2017-12-13,7
BE232,2017-12-14,7
BE232,2017-12-15,5
BE232,2017-12-16,3
BE232,2017-12-17,7
BE232,2017-12-18,1
BE232,2017-12-19,6
BE232,2017-12-20,3
BE232,2017-12-21,4
BE232,2017-12-22,6
BE232,2017-12-23,4
BE232,2017-12-24,8
BE232,2017-12-25,8
BE232,2017-12-26,3
BE232,2017-12-27,8
BE232,2017-12-28,8
BE232,2017-12-29,7
BE232,2017-12-30,3
BE232,2017-12-31,8
BE232,2018-01-01,4
BE232,2018-01-02,8
BE232,2018-01-03,6
BE232,2018-01-04,10
BE232,2018-01-05,6
BE232,2018-01-06,10
BE232,2018-01-07,6
BE232,2018-01-08,6
BE232,2018-01-09,4
BE232,2018-01-10,9
BE232,2018-01-11,8
BE232,2018-01-12,9
BE232,2018-01-13,5
BE232,2018-01-14,5
BE232,2018-01-15,5
BE232,2018-01-16,11
BE232,2018-01-17,5
BE232,2018-01-18,4
BE232,2018-01-19,5
BE232,2018-01-20,9
BE232,2018-01-21,9
BE232,2018-01-22,5
BE232,2018-01-23,8
BE232,2018-01-24,7
BE232,2018-01-25,2
BE232,2018-01-26,6
BE232,2018-01-27,4
BE232,2018-01-28,2
BE232,2018-01-29,9
BE232,2018-01-30,8
BE232,2018-01-31,6
BE232,2018-02-01,9
BE232,2018-02-02,5
BE232,2018-02-03,5
BE232,2018-02-04,2
BE232,2018-02-05,9
BE232,2018-02-06,3
BE232,2018-02-07,2
BE232,2018-02-08,12
BE232,2018-02-09,6
BE232,2018-02-10,3
BE232,2018-02-11,3
BE232,2018-02-12,6
BE232,2018-02-13,4
BE232,2018-02-14,6
BE232,2018-02-15,3
BE232,2018-02-16,4
BE232,2018-02-17,2
BE232,2018-02-18,8
BE232,2018-02-19,6
BE232,2018-02-20,8
BE232,2018-02-21,3
BE232,2018-02-22,9
BE232,2018-02-23,6
BE232,2018-02-24,9
BE232,2018-02-25,9
BE232,2018-02-26,5
BE232,2018-02-27,5
BE232,2018-02-28,8
BE232,2018-03-01,5
BE232,2018-03-02,8
BE232,2018-03-03,6
BE232,2018-03-04,6
BE232,2018-03-05,2
BE232,2018-03-06,8
BE232,2018-03-07,8
BE232,2018-03-08,9
BE232,2018-03-09,11
BE232,2018-03-10,10
BE232,2018-03-11,11
BE232,2018-03-12,8
BE232,2018-03-13,7
BE232,2018-03-14,8
BE232,2018-03-15,4
BE232,2018-03-16,8
BE232,2018-03-17,7
BE232,2018-03-18,10
BE232,2018-03-19,3
BE232,2018-03-20,4
BE232,2018-03-21,7
BE232,2018-03-22,5
BE232,2018-03-23,11
BE232,2018-03-24,8
BE232,2018-03-25,6
BE232,2018-03-26,6
BE232,2018-03-27,7
BE232,2018-03-28,10
BE232,2018-03-29,11
BE232,2018-03-30,2
BE232,2018-03-31,4
BE232,2018-04-01,11
BE232,2018-04-02,4
BE232,2018-04-03,3
BE232,2018-04-04,5
BE232,2018-04-05,3
BE232,2018-04-06,6
BE232,2018-04-07,6
BE232,2018-04-08,2
BE232,2018-04-09,4
BE232,2018-04-10,7
BE232,2018-04-11,10
BE232,2018-04-12,3
BE232,2018-04-13,6
BE232,2018-04-14,7
BE232,2018-04-15,11
BE232,2018-04-16,7
BE232,2018-04-17,3
BE232,2018-04-18,4
BE232,2018-04-19,5
BE232,2018-04-20,6
BE232,2018-04-21,6
BE232,2018-04-22,5
BE232,2018-04-23,4
BE232,2018-04-24,5
BE232,2018-04-25,6
BE232,2018-04-26,3
BE232,2018-04-27,4
BE232,2018-04-28,3
BE232,2018-04-29,5
BE232,2018-04-30,5
BE232,2018-05-01,4
BE232,2018-05-02,7
BE232,2018-05-03,4
BE232,2018-05-04,9
BE232,2018-05-05,4
BE232,2018-05-06,3
BE232,2018-05-07,7
BE232,2018-05-08,5
BE232,2018-05-09,10
BE232,2018-05-10,3
BE232,2018-05-11,5
BE232,2018-05-12,5
BE232,2018-05-13,5
BE232,2018-05-14,4
BE232,2018-05-15,4
BE232,2018-05-16,2
BE232,2018-05-17,9
BE232,2018-05-18,4
BE232,2018-05-19,5
BE232,2018-05-20,4
BE232,2018-05-21,6
BE232,2018-05-22,6
BE232,2018-05-23,7
BE232,2018-05-24,5
BE232,2018-05-25,7
BE232,2018-05-26,4
BE232,2018-05-27,5
BE232,2018-05-28,7
BE232,2018-05-29,7
BE232,2018-05-30,6
BE232,2018-05-31,3
BE232,2018-06-01,2
BE232,2018-06-02,4
BE232,2018-06-03,6
BE232,2018-06-04,4
BE232,2018-06-05,10
BE232,2018-06-06,7
BE232,2018-06-07,4
BE232,2018-06-08,10
BE232,2018-06-09,1
BE232,2018-06-10,7
BE232,2018-06-11,2
BE232,2018-06-12,7
BE232,2018-06-13,7
BE232,2018-06-14,7
BE232,2018-06-15,6
BE232,2018-06-16,6
BE232,2018-06-17,2
BE232,2018-06-18,5
BE232,2018-06-19,5
BE232,2018-06-20,9
BE232,2018-06-21,4
BE232,2018-06-22,2
BE232,2018-06-23,7
BE232,2018-06-24,6
BE232,2018-06-25,2
BE232,2018-06-26,9
BE232,2018-06-27,6
BE232,2018-06-28,6
BE232,2018-06-29,5
BE232,2018-06-30,8
BE232,2018-07-01,6
BE232,2018-07-02,5
BE232,2018-07-03,5
BE232,2018-07-04,6
BE232,2018-07-05,5
BE232,2018-07-06,8
BE232,2018-07-07,4
BE232,2018-07-08,6
BE232,2018-07-09,8
BE232,2018-07-10,2
BE232,2018-07-11,5
BE232,2018-07-12,4
BE232,2018-07-13,3
BE232,2018-07-14,4
BE232,2018-07-15,3
BE232,2018-07-16,3
BE232,2018-07-17,5
BE232,2018-07-18,7
BE232,2018-07-19,6
BE232,2018-07-20,5
BE232,2018-07-21,5
BE232,2018-07-22,8
BE232,2018-07-23,5
BE232,2018-07-24,6
BE232,2018-07-25,4
BE232,2018-07-26,6
BE232,2018-07-27,4
BE232,2018-07-28,6
BE232,2018-07-29,7
BE232,2018-07-30,4
BE232,2018-07-31,8
BE232,2018-08-01,8
BE232,2018-08-02,4
BE232,2018-08-03,3
BE232,2018-08-04,6
