location,date,mort
BE212,2017-09-24,7
BE212,2017-09-25,8
BE212,2017-09-26,3
BE212,2017-09-27,7
BE212,2017-09-28,7
BE212,2017-09-29,16
BE212,2017-09-30,8
BE212,2017-10-01,15
BE212,2017-10-02,8
BE212,2017-10-03,8
BE212,2017-10-04,6
BE212,2017-10-05,8
BE212,2017-10-06,6
BE212,2017-10-07,8
BE212,2017-10-08,12
BE212,2017-10-09,8
BE212,2017-10-10,13
BE212,2017-10-11,3
BE212,2017-10-12,8
BE212,2017-10-13,15
BE212,2017-10-14,4
BE212,2017-10-15,10
BE212,2017-10-16,10
BE212,2017-10-17,5
BE212,2017-10-18,2
BE212,2017-10-19,14
BE212,2017-10-20,4
BE212,2017-10-21,13
BE212,2017-10-22,10
BE212,2017-10-23,4
BE212,2017-10-24,7
BE212,2017-10-25,9
BE212,2017-10-26,6
BE212,2017-10-27,12
BE212,2017-10-28,8
BE212,2017-10-29,10
BE212,2017-10-30,6
BE212,2017-10-31,4
BE212,2017-11-01,14
BE212,2017-11-02,9
BE212,2017-11-03,11
BE212,2017-11-04,11
BE212,2017-11-05,7
BE212,2017-11-06,8
BE212,2017-11-07,5
BE212,2017-11-08,5
BE212,2017-11-09,7
BE212,2017-11-10,14
BE212,2017-11-11,8
BE212,2017-11-12,8
BE212,2017-11-13,10
BE212,2017-11-14,10
BE212,2017-11-15,9
BE212,2017-11-16,7
BE212,2017-11-17,6
BE212,2017-11-18,9
BE212,2017-11-19,7
BE212,2017-11-20,9
BE212,2017-11-21,6
BE212,2017-11-22,8
BE212,2017-11-23,12
BE212,2017-11-24,9
BE212,2017-11-25,16
BE212,2017-11-26,8
BE212,2017-11-27,7
BE212,2017-11-28,4
BE212,2017-11-29,13
BE212,2017-11-30,5
BE212,2017-12-01,5
BE212,2017-12-02,7
BE212,2017-12-03,11
BE212,2017-12-04,11
BE212,2017-12-05,11
BE212,2017-12-06,13
BE212,2017-12-07,11
BE212,2017-12-08,12
BE212,2017-12-09,10
BE212,2017-12-10,8
BE212,2017-12-11,9
BE212,2017-12-12,9
BE212,2017-12-13,11
BE212,2017-12-14,12
BE212,2017-12-15,15
BE212,2017-12-16,6
BE212,2017-12-17,10
BE212,2017-12-18,13
BE212,2017-12-19,16
BE212,2017-12-20,14
BE212,2017-12-21,7
BE212,2017-12-22,6
BE212,2017-12-23,2
BE212,2017-12-24,5
BE212,2017-12-25,8
BE212,2017-12-26,13
BE212,2017-12-27,14
BE212,2017-12-28,8
BE212,2017-12-29,14
BE212,2017-12-30,5
BE212,2017-12-31,11
BE212,2018-01-01,8
BE212,2018-01-02,19
BE212,2018-01-03,9
BE212,2018-01-04,5
BE212,2018-01-05,5
BE212,2018-01-06,10
BE212,2018-01-07,14
BE212,2018-01-08,12
BE212,2018-01-09,6
BE212,2018-01-10,9
BE212,2018-01-11,11
BE212,2018-01-12,13
BE212,2018-01-13,13
BE212,2018-01-14,15
BE212,2018-01-15,5
BE212,2018-01-16,11
BE212,2018-01-17,13
BE212,2018-01-18,16
BE212,2018-01-19,11
BE212,2018-01-20,9
BE212,2018-01-21,14
BE212,2018-01-22,7
BE212,2018-01-23,8
BE212,2018-01-24,11
BE212,2018-01-25,9
BE212,2018-01-26,9
BE212,2018-01-27,8
BE212,2018-01-28,8
BE212,2018-01-29,8
BE212,2018-01-30,7
BE212,2018-01-31,12
BE212,2018-02-01,10
BE212,2018-02-02,11
BE212,2018-02-03,13
BE212,2018-02-04,11
BE212,2018-02-05,11
BE212,2018-02-06,9
BE212,2018-02-07,6
BE212,2018-02-08,7
BE212,2018-02-09,4
BE212,2018-02-10,13
BE212,2018-02-11,11
BE212,2018-02-12,11
BE212,2018-02-13,10
BE212,2018-02-14,9
BE212,2018-02-15,17
BE212,2018-02-16,13
BE212,2018-02-17,13
BE212,2018-02-18,10
BE212,2018-02-19,10
BE212,2018-02-20,8
BE212,2018-02-21,7
BE212,2018-02-22,11
BE212,2018-02-23,13
BE212,2018-02-24,5
BE212,2018-02-25,9
BE212,2018-02-26,16
BE212,2018-02-27,12
BE212,2018-02-28,14
BE212,2018-03-01,21
BE212,2018-03-02,12
BE212,2018-03-03,9
BE212,2018-03-04,10
BE212,2018-03-05,17
BE212,2018-03-06,12
BE212,2018-03-07,12
BE212,2018-03-08,17
BE212,2018-03-09,15
BE212,2018-03-10,9
BE212,2018-03-11,9
BE212,2018-03-12,13
BE212,2018-03-13,9
BE212,2018-03-14,16
BE212,2018-03-15,11
BE212,2018-03-16,12
BE212,2018-03-17,8
BE212,2018-03-18,10
BE212,2018-03-19,13
BE212,2018-03-20,13
BE212,2018-03-21,9
BE212,2018-03-22,10
BE212,2018-03-23,12
BE212,2018-03-24,8
BE212,2018-03-25,9
BE212,2018-03-26,9
BE212,2018-03-27,16
BE212,2018-03-28,13
BE212,2018-03-29,8
BE212,2018-03-30,8
BE212,2018-03-31,11
BE212,2018-04-01,11
BE212,2018-04-02,10
BE212,2018-04-03,11
BE212,2018-04-04,12
BE212,2018-04-05,12
BE212,2018-04-06,9
BE212,2018-04-07,15
BE212,2018-04-08,11
BE212,2018-04-09,12
BE212,2018-04-10,11
BE212,2018-04-11,11
BE212,2018-04-12,8
BE212,2018-04-13,12
BE212,2018-04-14,5
BE212,2018-04-15,7
BE212,2018-04-16,9
BE212,2018-04-17,8
BE212,2018-04-18,5
BE212,2018-04-19,8
BE212,2018-04-20,10
BE212,2018-04-21,10
BE212,2018-04-22,9
BE212,2018-04-23,10
BE212,2018-04-24,7
BE212,2018-04-25,15
BE212,2018-04-26,12
BE212,2018-04-27,10
BE212,2018-04-28,4
BE212,2018-04-29,7
BE212,2018-04-30,10
BE212,2018-05-01,9
BE212,2018-05-02,3
BE212,2018-05-03,5
BE212,2018-05-04,7
BE212,2018-05-05,10
BE212,2018-05-06,7
BE212,2018-05-07,7
BE212,2018-05-08,11
BE212,2018-05-09,8
BE212,2018-05-10,11
BE212,2018-05-11,13
BE212,2018-05-12,7
BE212,2018-05-13,8
BE212,2018-05-14,10
BE212,2018-05-15,4
BE212,2018-05-16,8
BE212,2018-05-17,10
BE212,2018-05-18,10
BE212,2018-05-19,7
BE212,2018-05-20,7
BE212,2018-05-21,6
BE212,2018-05-22,15
BE212,2018-05-23,8
BE212,2018-05-24,6
BE212,2018-05-25,9
BE212,2018-05-26,7
BE212,2018-05-27,11
BE212,2018-05-28,9
BE212,2018-05-29,7
BE212,2018-05-30,13
BE212,2018-05-31,10
BE212,2018-06-01,10
BE212,2018-06-02,10
BE212,2018-06-03,3
BE212,2018-06-04,6
BE212,2018-06-05,3
BE212,2018-06-06,6
BE212,2018-06-07,6
BE212,2018-06-08,4
BE212,2018-06-09,4
BE212,2018-06-10,4
BE212,2018-06-11,6
BE212,2018-06-12,5
BE212,2018-06-13,5
BE212,2018-06-14,7
BE212,2018-06-15,7
BE212,2018-06-16,5
BE212,2018-06-17,5
BE212,2018-06-18,5
BE212,2018-06-19,9
BE212,2018-06-20,15
BE212,2018-06-21,4
BE212,2018-06-22,9
BE212,2018-06-23,5
BE212,2018-06-24,12
BE212,2018-06-25,4
BE212,2018-06-26,7
BE212,2018-06-27,10
BE212,2018-06-28,13
BE212,2018-06-29,2
BE212,2018-06-30,6
BE212,2018-07-01,7
BE212,2018-07-02,13
BE212,2018-07-03,12
BE212,2018-07-04,5
BE212,2018-07-05,11
BE212,2018-07-06,5
BE212,2018-07-07,6
BE212,2018-07-08,4
BE212,2018-07-09,12
BE212,2018-07-10,4
BE212,2018-07-11,4
BE212,2018-07-12,7
BE212,2018-07-13,8
BE212,2018-07-14,11
BE212,2018-07-15,7
BE212,2018-07-16,7
BE212,2018-07-17,9
BE212,2018-07-18,11
BE212,2018-07-19,5
BE212,2018-07-20,11
BE212,2018-07-21,7
BE212,2018-07-22,8
BE212,2018-07-23,8
BE212,2018-07-24,11
BE212,2018-07-25,7
BE212,2018-07-26,10
BE212,2018-07-27,9
BE212,2018-07-28,11
BE212,2018-07-29,10
BE212,2018-07-30,12
BE212,2018-07-31,13
BE212,2018-08-01,8
BE212,2018-08-02,11
BE212,2018-08-03,10
BE212,2018-08-04,12
BE212,2018-08-05,9
BE212,2018-08-06,5
BE212,2018-08-07,8
BE212,2018-08-08,11
BE212,2018-08-09,15
BE212,2018-08-10,10
BE212,2018-08-11,12
BE212,2018-08-12,7
BE212,2018-08-13,10
BE212,2018-08-14,8
BE212,2018-08-15,13
BE212,2018-08-16,7
BE212,2018-08-17,8
BE212,2018-08-18,7
BE212,2018-08-19,9
BE212,2018-08-20,5
BE212,2018-08-21,10
BE212,2018-08-22,11
BE212,2018-08-23,5
BE212,2018-08-24,7
BE212,2018-08-25,4
BE212,2018-08-26,6
BE212,2018-08-27,9
BE212,2018-08-28,8
BE212,2018-08-29,12
BE212,2018-08-30,8
BE212,2018-08-31,12
BE212,2018-09-01,5
BE212,2018-09-02,8
BE212,2018-09-03,7
BE212,2018-09-04,7
BE212,2018-09-05,8
BE212,2018-09-06,10
BE212,2018-09-07,7
BE212,2018-09-08,6
BE212,2018-09-09,9
BE212,2018-09-10,8
BE212,2018-09-11,6
BE212,2018-09-12,6
BE212,2018-09-13,10
BE212,2018-09-14,4
BE212,2018-09-15,5
BE212,2018-09-16,6
BE212,2018-09-17,3
BE212,2018-09-18,5
BE212,2018-09-19,8
BE212,2018-09-20,6
BE212,2018-09-21,9
BE212,2018-09-22,7
BE212,2018-09-23,5
BE212,2018-09-24,7
BE212,2018-09-25,11
BE212,2018-09-26,8
BE212,2018-09-27,6
BE212,2018-09-28,6
BE212,2018-09-29,9
BE212,2018-09-30,9
BE212,2018-10-01,9
BE212,2018-10-02,15
BE212,2018-10-03,11
BE212,2018-10-04,10
BE212,2018-10-05,6
BE212,2018-10-06,10
BE212,2018-10-07,7
BE212,2018-10-08,12
BE212,2018-10-09,11
BE212,2018-10-10,12
BE212,2018-10-11,12
BE212,2018-10-12,12
BE212,2018-10-13,10
BE212,2018-10-14,9
BE212,2018-10-15,6
BE212,2018-10-16,7
BE212,2018-10-17,3
BE212,2018-10-18,12
BE212,2018-10-19,12
BE212,2018-10-20,11
BE212,2018-10-21,8
BE212,2018-10-22,13
BE212,2018-10-23,10
BE212,2018-10-24,10
BE212,2018-10-25,7
BE212,2018-10-26,10
BE212,2018-10-27,9
BE212,2018-10-28,7
BE212,2018-10-29,13
BE212,2018-10-30,7
BE212,2018-10-31,6
BE212,2018-11-01,5
BE212,2018-11-02,4
BE212,2018-11-03,8
BE212,2018-11-04,7
BE212,2018-11-05,9
BE212,2018-11-06,7
BE212,2018-11-07,8
BE212,2018-11-08,11
BE212,2018-11-09,10
BE212,2018-11-10,15
BE212,2018-11-11,9
BE212,2018-11-12,7
BE212,2018-11-13,12
BE212,2018-11-14,8
BE212,2018-11-15,9
BE212,2018-11-16,7
BE212,2018-11-17,6
BE212,2018-11-18,11
BE212,2018-11-19,8
BE212,2018-11-20,8
BE212,2018-11-21,8
BE212,2018-11-22,7
BE212,2018-11-23,8
BE212,2018-11-24,5
BE212,2018-11-25,4
BE212,2018-11-26,6
BE212,2018-11-27,8
BE212,2018-11-28,9
BE212,2018-11-29,4
BE212,2018-11-30,9
BE212,2018-12-01,17
BE212,2018-12-02,7
BE212,2018-12-03,12
BE212,2018-12-04,11
BE212,2018-12-05,9
BE212,2018-12-06,9
BE212,2018-12-07,15
BE212,2018-12-08,6
BE212,2018-12-09,8
BE212,2018-12-10,11
BE212,2018-12-11,8
BE212,2018-12-12,5
BE212,2018-12-13,8
BE212,2018-12-14,7
BE212,2018-12-15,9
BE212,2018-12-16,13
BE212,2018-12-17,9
BE212,2018-12-18,9
BE212,2018-12-19,11
BE212,2018-12-20,7
BE212,2018-12-21,12
BE212,2018-12-22,9
BE212,2018-12-23,8
BE212,2018-12-24,10
BE212,2018-12-25,10
BE212,2018-12-26,12
BE212,2018-12-27,3
BE212,2018-12-28,13
BE212,2018-12-29,14
BE212,2018-12-30,9
BE212,2018-12-31,4
BE212,2019-01-01,9
BE212,2019-01-02,12
BE212,2019-01-03,13
BE212,2019-01-04,14
BE212,2019-01-05,7
BE212,2019-01-06,10
BE212,2019-01-07,6
BE212,2019-01-08,11
BE212,2019-01-09,13
BE212,2019-01-10,13
BE212,2019-01-11,13
BE212,2019-01-12,13
BE212,2019-01-13,8
BE212,2019-01-14,7
BE212,2019-01-15,5
BE212,2019-01-16,9
BE212,2019-01-17,11
BE212,2019-01-18,5
BE212,2019-01-19,12
BE212,2019-01-20,8
BE212,2019-01-21,9
BE212,2019-01-22,15
BE212,2019-01-23,13
BE212,2019-01-24,9
BE212,2019-01-25,11
BE212,2019-01-26,10
BE212,2019-01-27,8
BE212,2019-01-28,8
BE212,2019-01-29,11
BE212,2019-01-30,17
BE212,2019-01-31,9
BE212,2019-02-01,7
BE212,2019-02-02,10
BE212,2019-02-03,14
BE212,2019-02-04,13
BE212,2019-02-05,17
BE212,2019-02-06,13
BE212,2019-02-07,13
BE212,2019-02-08,7
BE212,2019-02-09,14
BE212,2019-02-10,6
BE212,2019-02-11,9
BE212,2019-02-12,15
BE212,2019-02-13,8
BE212,2019-02-14,10
BE212,2019-02-15,7
BE212,2019-02-16,4
BE212,2019-02-17,7
BE212,2019-02-18,7
BE212,2019-02-19,11
BE212,2019-02-20,8
BE212,2019-02-21,10
BE212,2019-02-22,9
BE212,2019-02-23,15
BE212,2019-02-24,8
BE212,2019-02-25,12
BE212,2019-02-26,12
BE212,2019-02-27,9
BE212,2019-02-28,14
BE212,2019-03-01,11
BE212,2019-03-02,16
BE212,2019-03-03,6
BE212,2019-03-04,9
BE212,2019-03-05,9
BE212,2019-03-06,13
BE212,2019-03-07,6
BE212,2019-03-08,13
BE212,2019-03-09,11
BE212,2019-03-10,7
BE212,2019-03-11,10
BE212,2019-03-12,6
BE212,2019-03-13,13
BE212,2019-03-14,12
BE212,2019-03-15,10
BE212,2019-03-16,10
BE212,2019-03-17,8
BE212,2019-03-18,6
BE212,2019-03-19,7
BE212,2019-03-20,16
BE212,2019-03-21,9
BE212,2019-03-22,9
BE212,2019-03-23,6
BE212,2019-03-24,11
BE212,2019-03-25,9
BE212,2019-03-26,10
BE212,2019-03-27,5
BE212,2019-03-28,11
BE212,2019-03-29,9
BE212,2019-03-30,12
BE212,2019-03-31,9
BE212,2019-04-01,9
BE212,2019-04-02,10
BE212,2019-04-03,5
BE212,2019-04-04,11
BE212,2019-04-05,10
BE212,2019-04-06,7
BE212,2019-04-07,11
BE212,2019-04-08,8
BE212,2019-04-09,5
BE212,2019-04-10,6
BE212,2019-04-11,7
BE212,2019-04-12,6
BE212,2019-04-13,1
BE212,2019-04-14,15
BE212,2019-04-15,13
BE212,2019-04-16,10
BE212,2019-04-17,13
BE212,2019-04-18,11
BE212,2019-04-19,9
BE212,2019-04-20,7
BE212,2019-04-21,8
BE212,2019-04-22,6
BE212,2019-04-23,11
BE212,2019-04-24,11
BE212,2019-04-25,7
BE212,2019-04-26,7
BE212,2019-04-27,4
BE212,2019-04-28,11
BE212,2019-04-29,9
BE212,2019-04-30,7
BE212,2019-05-01,6
BE212,2019-05-02,12
BE212,2019-05-03,11
BE212,2019-05-04,9
BE212,2019-05-05,5
BE212,2019-05-06,7
BE212,2019-05-07,10
BE212,2019-05-08,6
BE212,2019-05-09,5
BE212,2019-05-10,10
BE212,2019-05-11,10
BE212,2019-05-12,11
BE212,2019-05-13,14
BE212,2019-05-14,11
BE212,2019-05-15,6
BE212,2019-05-16,9
BE212,2019-05-17,11
BE212,2019-05-18,7
BE212,2019-05-19,12
BE212,2019-05-20,8
BE212,2019-05-21,14
BE212,2019-05-22,8
BE212,2019-05-23,10
BE212,2019-05-24,4
BE212,2019-05-25,13
BE212,2019-05-26,13
BE212,2019-05-27,3
BE212,2019-05-28,11
BE212,2019-05-29,7
BE212,2019-05-30,4
BE212,2019-05-31,5
BE212,2019-06-01,8
BE212,2019-06-02,8
BE212,2019-06-03,6
BE212,2019-06-04,13
BE212,2019-06-05,14
BE212,2019-06-06,8
BE212,2019-06-07,11
BE212,2019-06-08,11
BE212,2019-06-09,4
BE212,2019-06-10,6
BE212,2019-06-11,8
BE212,2019-06-12,7
BE212,2019-06-13,15
BE212,2019-06-14,10
BE212,2019-06-15,15
BE212,2019-06-16,4
BE212,2019-06-17,7
BE212,2019-06-18,12
BE212,2019-06-19,8
BE212,2019-06-20,15
BE212,2019-06-21,8
BE212,2019-06-22,13
BE212,2019-06-23,4
BE212,2019-06-24,5
BE212,2019-06-25,5
BE212,2019-06-26,11
BE212,2019-06-27,5
BE212,2019-06-28,8
BE212,2019-06-29,7
BE212,2019-06-30,9
BE212,2019-07-01,9
BE212,2019-07-02,12
BE212,2019-07-03,10
BE212,2019-07-04,7
BE212,2019-07-05,14
BE212,2019-07-06,8
BE212,2019-07-07,5
BE212,2019-07-08,10
BE212,2019-07-09,8
BE212,2019-07-10,4
BE212,2019-07-11,12
BE212,2019-07-12,6
BE212,2019-07-13,8
BE212,2019-07-14,6
BE212,2019-07-15,10
BE212,2019-07-16,9
BE212,2019-07-17,7
BE212,2019-07-18,4
BE212,2019-07-19,9
BE212,2019-07-20,10
BE212,2019-07-21,9
BE212,2019-07-22,9
BE212,2019-07-23,9
BE212,2019-07-24,11
BE212,2019-07-25,8
BE212,2019-07-26,14
BE212,2019-07-27,13
BE212,2019-07-28,6
BE212,2019-07-29,11
BE212,2019-07-30,13
BE212,2019-07-31,8
BE212,2019-08-01,6
BE212,2019-08-02,12
BE212,2019-08-03,10
BE212,2019-08-04,11
BE212,2019-08-05,9
BE212,2019-08-06,5
BE212,2019-08-07,7
BE212,2019-08-08,9
BE212,2019-08-09,7
BE212,2019-08-10,5
BE212,2019-08-11,2
BE212,2019-08-12,6
BE212,2019-08-13,8
BE212,2019-08-14,7
BE212,2019-08-15,3
BE212,2019-08-16,10
BE212,2019-08-17,7
BE212,2019-08-18,8
BE212,2019-08-19,6
BE212,2019-08-20,8
BE212,2019-08-21,4
BE212,2019-08-22,6
BE212,2019-08-23,11
BE212,2019-08-24,8
BE212,2019-08-25,12
BE212,2019-08-26,5
BE212,2019-08-27,5
BE212,2019-08-28,8
BE212,2019-08-29,8
BE212,2019-08-30,10
BE212,2019-08-31,6
BE212,2019-09-01,3
BE212,2019-09-02,7
BE212,2019-09-03,5
BE212,2019-09-04,6
BE212,2019-09-05,5
BE212,2019-09-06,10
BE212,2019-09-07,7
BE212,2019-09-08,8
BE212,2019-09-09,7
BE212,2019-09-10,6
BE212,2019-09-11,12
BE212,2019-09-12,7
BE212,2019-09-13,4
BE212,2019-09-14,8
BE212,2019-09-15,9
BE212,2019-09-16,7
BE212,2019-09-17,10
BE212,2019-09-18,8
BE212,2019-09-19,13
BE212,2019-09-20,15
BE212,2019-09-21,8
BE212,2019-09-22,4
BE212,2019-09-23,9
BE212,2019-09-24,12
BE212,2019-09-25,11
BE212,2019-09-26,5
BE212,2019-09-27,9
BE212,2019-09-28,9
BE212,2019-09-29,8
BE212,2019-09-30,5
BE212,2019-10-01,14
BE212,2019-10-02,7
BE212,2019-10-03,7
BE212,2019-10-04,7
BE212,2019-10-05,5
BE212,2019-10-06,5
BE212,2019-10-07,9
BE212,2019-10-08,8
BE212,2019-10-09,8
BE212,2019-10-10,7
BE212,2019-10-11,8
BE212,2019-10-12,6
BE212,2019-10-13,9
BE212,2019-10-14,8
BE212,2019-10-15,8
BE212,2019-10-16,7
BE212,2019-10-17,8
BE212,2019-10-18,12
BE212,2019-10-19,7
BE212,2019-10-20,6
BE212,2019-10-21,7
BE212,2019-10-22,6
BE212,2019-10-23,9
BE212,2019-10-24,10
BE212,2019-10-25,8
BE212,2019-10-26,4
BE212,2019-10-27,5
BE212,2019-10-28,2
BE212,2019-10-29,6
BE212,2019-10-30,14
BE212,2019-10-31,10
BE212,2019-11-01,9
BE212,2019-11-02,7
BE212,2019-11-03,6
BE212,2019-11-04,6
BE212,2019-11-05,7
BE212,2019-11-06,11
BE212,2019-11-07,10
BE212,2019-11-08,10
BE212,2019-11-09,8
BE212,2019-11-10,4
BE212,2019-11-11,9
BE212,2019-11-12,12
BE212,2019-11-13,10
BE212,2019-11-14,12
BE212,2019-11-15,10
BE212,2019-11-16,10
BE212,2019-11-17,12
BE212,2019-11-18,5
BE212,2019-11-19,3
BE212,2019-11-20,7
BE212,2019-11-21,11
BE212,2019-11-22,10
BE212,2019-11-23,7
BE212,2019-11-24,10
BE212,2019-11-25,11
BE212,2019-11-26,9
BE212,2019-11-27,10
BE212,2019-11-28,13
BE212,2019-11-29,9
BE212,2019-11-30,13
BE212,2019-12-01,6
BE212,2019-12-02,8
BE212,2019-12-03,11
BE212,2019-12-04,16
BE212,2019-12-05,9
BE212,2019-12-06,9
BE212,2019-12-07,13
BE212,2019-12-08,4
BE212,2019-12-09,12
BE212,2019-12-10,10
BE212,2019-12-11,3
BE212,2019-12-12,9
BE212,2019-12-13,9
BE212,2019-12-14,13
BE212,2019-12-15,12
BE212,2019-12-16,11
BE212,2019-12-17,11
BE212,2019-12-18,5
BE212,2019-12-19,14
BE212,2019-12-20,10
BE212,2019-12-21,6
BE212,2019-12-22,7
BE212,2019-12-23,7
BE212,2019-12-24,8
BE212,2019-12-25,9
BE212,2019-12-26,12
BE212,2019-12-27,12
BE212,2019-12-28,7
BE212,2019-12-29,11
BE212,2019-12-30,8
BE212,2019-12-31,6
BE213,2015-01-01,14
BE213,2015-01-02,13
BE213,2015-01-03,12
BE213,2015-01-04,10
BE213,2015-01-05,13
BE213,2015-01-06,13
BE213,2015-01-07,10
BE213,2015-01-08,15
BE213,2015-01-09,16
BE213,2015-01-10,18
BE213,2015-01-11,7
BE213,2015-01-12,18
BE213,2015-01-13,15
BE213,2015-01-14,11
BE213,2015-01-15,15
BE213,2015-01-16,15
BE213,2015-01-17,14
BE213,2015-01-18,4
BE213,2015-01-19,8
BE213,2015-01-20,16
BE213,2015-01-21,14
BE213,2015-01-22,18
BE213,2015-01-23,9
BE213,2015-01-24,20
BE213,2015-01-25,15
BE213,2015-01-26,14
BE213,2015-01-27,13
BE213,2015-01-28,14
BE213,2015-01-29,14
BE213,2015-01-30,20
BE213,2015-01-31,10
BE213,2015-02-01,16
BE213,2015-02-02,10
BE213,2015-02-03,12
BE213,2015-02-04,21
BE213,2015-02-05,15
BE213,2015-02-06,16
BE213,2015-02-07,10
BE213,2015-02-08,14
BE213,2015-02-09,16
BE213,2015-02-10,11
BE213,2015-02-11,11
BE213,2015-02-12,10
BE213,2015-02-13,15
BE213,2015-02-14,18
BE213,2015-02-15,10
BE213,2015-02-16,18
BE213,2015-02-17,10
BE213,2015-02-18,12
BE213,2015-02-19,18
BE213,2015-02-20,12
BE213,2015-02-21,13
BE213,2015-02-22,13
BE213,2015-02-23,16
BE213,2015-02-24,14
BE213,2015-02-25,16
BE213,2015-02-26,20
BE213,2015-02-27,15
BE213,2015-02-28,14
BE213,2015-03-01,11
BE213,2015-03-02,13
BE213,2015-03-03,10
BE213,2015-03-04,10
BE213,2015-03-05,8
BE213,2015-03-06,12
BE213,2015-03-07,14
BE213,2015-03-08,16
BE213,2015-03-09,15
BE213,2015-03-10,11
BE213,2015-03-11,17
BE213,2015-03-12,10
BE213,2015-03-13,7
BE213,2015-03-14,14
BE213,2015-03-15,7
BE213,2015-03-16,11
BE213,2015-03-17,11
BE213,2015-03-18,8
BE213,2015-03-19,11
BE213,2015-03-20,14
BE213,2015-03-21,20
BE213,2015-03-22,14
BE213,2015-03-23,11
BE213,2015-03-24,10
BE213,2015-03-25,12
BE213,2015-03-26,13
BE213,2015-03-27,14
BE213,2015-03-28,10
BE213,2015-03-29,15
BE213,2015-03-30,9
BE213,2015-03-31,10
BE213,2015-04-01,10
BE213,2015-04-02,12
BE213,2015-04-03,15
BE213,2015-04-04,9
BE213,2015-04-05,9
BE213,2015-04-06,11
BE213,2015-04-07,15
BE213,2015-04-08,12
BE213,2015-04-09,8
BE213,2015-04-10,12
BE213,2015-04-11,14
BE213,2015-04-12,11
BE213,2015-04-13,8
BE213,2015-04-14,16
BE213,2015-04-15,10
BE213,2015-04-16,4
BE213,2015-04-17,12
BE213,2015-04-18,13
BE213,2015-04-19,12
BE213,2015-04-20,10
BE213,2015-04-21,11
BE213,2015-04-22,12
BE213,2015-04-23,7
BE213,2015-04-24,13
BE213,2015-04-25,8
BE213,2015-04-26,11
BE213,2015-04-27,10
BE213,2015-04-28,11
BE213,2015-04-29,11
BE213,2015-04-30,14
BE213,2015-05-01,13
BE213,2015-05-02,8
BE213,2015-05-03,10
BE213,2015-05-04,9
BE213,2015-05-05,13
BE213,2015-05-06,5
BE213,2015-05-07,12
BE213,2015-05-08,12
BE213,2015-05-09,16
BE213,2015-05-10,10
BE213,2015-05-11,8
BE213,2015-05-12,16
BE213,2015-05-13,7
BE213,2015-05-14,8
BE213,2015-05-15,9
BE213,2015-05-16,12
BE213,2015-05-17,10
BE213,2015-05-18,7
BE213,2015-05-19,13
BE213,2015-05-20,6
BE213,2015-05-21,14
BE213,2015-05-22,12
BE213,2015-05-23,21
BE213,2015-05-24,12
BE213,2015-05-25,9
BE213,2015-05-26,12
BE213,2015-05-27,9
BE213,2015-05-28,7
BE213,2015-05-29,11
BE213,2015-05-30,5
BE213,2015-05-31,9
BE213,2015-06-01,11
BE213,2015-06-02,10
BE213,2015-06-03,10
BE213,2015-06-04,8
BE213,2015-06-05,9
BE213,2015-06-06,10
BE213,2015-06-07,5
BE213,2015-06-08,7
BE213,2015-06-09,9
BE213,2015-06-10,14
BE213,2015-06-11,7
BE213,2015-06-12,14
BE213,2015-06-13,7
BE213,2015-06-14,4
BE213,2015-06-15,9
BE213,2015-06-16,7
BE213,2015-06-17,8
BE213,2015-06-18,11
BE213,2015-06-19,15
BE213,2015-06-20,11
BE213,2015-06-21,8
BE213,2015-06-22,13
BE213,2015-06-23,7
BE213,2015-06-24,8
BE213,2015-06-25,11
BE213,2015-06-26,12
BE213,2015-06-27,10
BE213,2015-06-28,10
BE213,2015-06-29,7
BE213,2015-06-30,7
BE213,2015-07-01,12
BE213,2015-07-02,9
BE213,2015-07-03,18
BE213,2015-07-04,14
BE213,2015-07-05,8
BE213,2015-07-06,11
BE213,2015-07-07,9
BE213,2015-07-08,10
BE213,2015-07-09,11
BE213,2015-07-10,6
BE213,2015-07-11,10
BE213,2015-07-12,4
BE213,2015-07-13,11
BE213,2015-07-14,7
BE213,2015-07-15,14
BE213,2015-07-16,10
BE213,2015-07-17,9
BE213,2015-07-18,4
BE213,2015-07-19,6
BE213,2015-07-20,11
BE213,2015-07-21,10
BE213,2015-07-22,9
BE213,2015-07-23,8
BE213,2015-07-24,11
BE213,2015-07-25,6
BE213,2015-07-26,8
BE213,2015-07-27,11
BE213,2015-07-28,9
BE213,2015-07-29,14
BE213,2015-07-30,11
BE213,2015-07-31,7
BE213,2015-08-01,7
BE213,2015-08-02,8
BE213,2015-08-03,15
BE213,2015-08-04,8
BE213,2015-08-05,9
BE213,2015-08-06,10
BE213,2015-08-07,10
BE213,2015-08-08,10
BE213,2015-08-09,5
BE213,2015-08-10,8
BE213,2015-08-11,12
BE213,2015-08-12,14
BE213,2015-08-13,10
BE213,2015-08-14,12
BE213,2015-08-15,9
BE213,2015-08-16,9
BE213,2015-08-17,10
BE213,2015-08-18,6
BE213,2015-08-19,13
BE213,2015-08-20,8
BE213,2015-08-21,11
BE213,2015-08-22,8
BE213,2015-08-23,6
BE213,2015-08-24,9
BE213,2015-08-25,13
BE213,2015-08-26,6
BE213,2015-08-27,12
BE213,2015-08-28,7
BE213,2015-08-29,15
BE213,2015-08-30,11
BE213,2015-08-31,14
BE213,2015-09-01,6
BE213,2015-09-02,6
BE213,2015-09-03,7
BE213,2015-09-04,7
